Date,Lower,Upper
2025-06-05,0.41448412698412695,0.585515873015873
2025-06-10,0.42376984126984124,0.5762301587301587
2025-06-11,0.43047619047619046,0.5695238095238095
2025-06-12,0.42119047619047617,0.5788095238095238
2025-06-13,0.40674603174603174,0.5932539682539683
2025-06-16,0.35,0.65
2025-06-17,0.3783730158730158,0.6216269841269841
2025-06-18,0.35,0.65
2025-06-19,0.36031746031746026,0.6396825396825397
2025-06-20,0.36031746031746026,0.6396825396825397
2025-06-23,0.352063492063492,0.647936507936508
2025-06-24,0.36444444444444446,0.6355555555555555
2025-06-25,0.42583333333333334,0.5741666666666667
2025-06-26,0.4438888888888889,0.5561111111111111
2025-06-27,0.448015873015873,0.551984126984127
2025-06-30,0.45936507936507937,0.5406349206349207
2025-07-01,0.4454365079365079,0.5545634920634921
2025-07-02,0.4418253968253968,0.5581746031746032
2025-07-03,0.448015873015873,0.551984126984127
2025-07-04,0.45936507936507937,0.5406349206349207
2025-07-07,0.45936507936507937,0.5406349206349207
2025-07-08,0.4180952380952381,0.5819047619047619
2025-07-09,0.4438888888888889,0.5561111111111111
2025-07-10,0.47896825396825393,0.5210317460317461
2025-07-11,0.48,0.52
2025-07-14,0.46039682539682536,0.5396031746031746
2025-07-16,0.4294444444444444,0.5705555555555556
2025-07-17,0.43666666666666665,0.5633333333333334
2025-07-18,0.4609126984126984,0.5390873015873016
2025-07-21,0.4640079365079365,0.5359920634920635
2025-07-22,0.4531746031746032,0.5468253968253969
2025-07-23,0.46349206349206346,0.5365079365079365
2025-07-24,0.48,0.52
2025-07-25,0.48,0.52
2025-07-28,0.48,0.52
2025-07-29,0.48,0.52
2025-07-30,0.48,0.52
2025-07-31,0.48,0.52
2025-08-01,0.45111111111111113,0.5488888888888889
2025-08-04,0.3572222222222222,0.6427777777777778
2025-08-05,0.42428571428571427,0.5757142857142857
2025-08-06,0.413968253968254,0.586031746031746
2025-08-07,0.4475,0.5525
2025-08-08,0.45626984126984127,0.5437301587301587
2025-08-11,0.48,0.52
2025-08-12,0.4707142857142857,0.5292857142857142
2025-08-13,0.48,0.52
2025-08-14,0.48,0.52
2025-08-15,0.48,0.52
2025-08-18,0.48,0.52
2025-08-19,0.48,0.52
2025-08-20,0.48,0.52
2025-08-21,0.48,0.52
2025-08-22,0.448531746031746,0.551468253968254
2025-08-25,0.48,0.52
2025-08-26,0.48,0.52
2025-08-27,0.48,0.52
2025-08-28,0.48,0.52
2025-08-29,0.48,0.52
2025-09-01,0.48,0.52
2025-09-02,0.48,0.52
2025-09-03,0.4253174603174603,0.5746825396825397
2025-09-04,0.46194444444444444,0.5380555555555556
2025-09-05,0.48,0.52
2025-09-08,0.48,0.52
2025-09-09,0.48,0.52
2025-09-10,0.48,0.52
2025-09-11,0.48,0.52
2025-09-12,0.48,0.52
2025-09-15,0.48,0.52
2025-09-16,0.47845238095238096,0.521547619047619
2025-09-17,0.4531746031746032,0.5468253968253969
2025-09-18,0.4769047619047619,0.5230952380952382
2025-09-19,0.4769047619047619,0.5230952380952382
2025-09-22,0.48,0.52
2025-09-23,0.46039682539682536,0.5396031746031746
2025-09-24,0.4351190476190476,0.5648809523809524
2025-09-25,0.45626984126984127,0.5437301587301587
2025-09-26,0.43047619047619046,0.5695238095238095
2025-09-29,0.48,0.52
2025-09-30,0.4609126984126984,0.5390873015873016
2025-10-01,0.4552380952380952,0.5447619047619048
2025-10-02,0.45420634920634917,0.5457936507936508
2025-10-03,0.4356349206349206,0.5643650793650794
2025-10-06,0.4320238095238095,0.5679761904761905
2025-10-07,0.44904761904761903,0.550952380952381
2025-10-08,0.4103571428571428,0.5896428571428571
2025-10-09,0.4531746031746032,0.5468253968253969
2025-10-10,0.4423412698412698,0.5576587301587301
2025-10-13,0.35,0.65
2025-10-14,0.36960317460317454,0.6303968253968254
2025-10-15,0.35,0.65
2025-10-16,0.35,0.65
2025-10-17,0.35,0.65
2025-10-20,0.35,0.65
2025-10-21,0.383015873015873,0.616984126984127
2025-10-22,0.39230158730158726,0.6076984126984127
